Lemma,ConstraintRatio,KStrategy,B-Cubed Precision,B-Cubed Recall,F-B-Cubed,Method
adopter,0.4,oracle,0.592210953346856,0.6129999999999999,0.6024261734120073,COP-KMeans
intervenir,0.4,oracle,0.5389100695223145,0.5267761239834279,0.5327740129593875,COP-KMeans
conclure,0.4,oracle,0.41384057971014493,0.5271915584415584,0.46368928116274655,COP-KMeans
disputer,0.4,oracle,0.923843137254902,0.5868085106382979,0.717728686958868,COP-KMeans
dominer,0.4,oracle,0.7018229166666666,0.6099662162162162,0.6526784754327173,COP-KMeans
enregistrer,0.4,oracle,0.7903225806451611,0.7798941798941801,0.7850737458018598,COP-KMeans
estimer,0.4,oracle,1.0,1.0,0.999999995,COP-KMeans
appartenir,0.4,oracle,0.5320803140096618,0.5751633986928104,0.5527836654361763,COP-KMeans
arriver,0.4,oracle,0.8775510204081632,0.9,0.8886337493061937,COP-KMeans
chercher,0.4,oracle,0.607,0.5721025641025641,0.589034854197595,COP-KMeans
composer,0.4,oracle,1.0,1.0,0.999999995,COP-KMeans
confier,0.4,oracle,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.5,oracle,0.9642857142857143,1.0,0.9818181768198347,COP-KMeans
investir,0.5,oracle,0.5427599611273081,0.5599694423223835,0.5512304089116293,COP-KMeans
traduire,0.5,oracle,0.7784256559766763,0.7784256559766763,0.7784256509766765,COP-KMeans
témoigner,0.5,oracle,0.8302620802620803,0.6786821705426357,0.7468586950335834,COP-KMeans
juger,0.5,oracle,0.6524509803921569,0.6791101055806938,0.6655136674094885,COP-KMeans
justifier,0.5,oracle,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.5,oracle,0.8215780998389692,0.8201298701298702,0.8208533412078177,COP-KMeans
prononcer,0.5,oracle,0.47207303974221265,0.6395129480363574,0.5431821234476638,COP-KMeans
accomplir,0.5,oracle,0.8012820512820514,0.8504273504273504,0.8251235562211314,COP-KMeans
convenir,0.5,oracle,0.2674829931972789,0.5416109300863203,0.35810851316091,COP-KMeans
acquérir,0.5,oracle,0.815,0.9357142857142858,0.871195425460328,COP-KMeans
achever,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
observer,0.5,oracle,0.535,0.5213725490196078,0.5280983708709018,COP-KMeans
adapter,0.5,oracle,0.3312,0.5694688644688645,0.4188178214181375,COP-KMeans
admettre,0.5,oracle,0.5400981996726678,0.6105623100303953,0.5731727104367843,COP-KMeans
entraîner,0.5,oracle,0.852920227920228,0.9652777777777778,0.9056273685487297,COP-KMeans
payer,0.5,oracle,0.611258581235698,0.6333333333333333,0.6221001874436258,COP-KMeans
respecter,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
affecter,0.5,oracle,0.9416666666666668,0.9598214285714285,0.9506573748721102,COP-KMeans
demeurer,0.5,oracle,0.6365546218487396,0.5930946291560103,0.6140566084257814,COP-KMeans
aggraver,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
agir,0.5,oracle,0.3980434782608695,0.6518640350877193,0.4942725375505903,COP-KMeans
ajouter,0.5,oracle,0.5408447204968945,0.5937142857142857,0.5660476578547363,COP-KMeans
alimenter,0.5,oracle,0.5340816326530613,0.5238353405878481,0.528908862178311,COP-KMeans
coûter,0.5,oracle,0.3888339920948617,0.6540372670807453,0.48771488687928627,COP-KMeans
relancer,0.5,oracle,0.49949275362318835,0.512453007518797,0.5058898828920229,COP-KMeans
préférer,0.5,oracle,0.7276190476190476,0.6859607843137254,0.7061760754934491,COP-KMeans
appliquer,0.5,oracle,0.47048611111111116,0.548070987654321,0.506323671741593,COP-KMeans
apporter,0.5,oracle,0.4566666666666667,0.6598051948051947,0.5397557191724252,COP-KMeans
fonder,0.5,oracle,0.8015584415584414,0.6933333333333332,0.7435283165830232,COP-KMeans
appuyer,0.5,oracle,0.8874635568513118,0.9623233908948196,0.9233787012590023,COP-KMeans
changer,0.5,oracle,0.5569208149548414,0.7381642512077293,0.634860278942067,COP-KMeans
chuter,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.5,oracle,0.5324361628709454,0.6234388566085621,0.5743551580083638,COP-KMeans
concevoir,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
interroger,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
confirmer,0.5,oracle,0.3339160839160839,0.5626148705096073,0.41909574073410366,COP-KMeans
transformer,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
manifester,0.5,oracle,0.555393586005831,0.7032385603814176,0.6206327780293007,COP-KMeans
interpeller,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
signer,0.5,oracle,0.7877777777777777,0.7693333333333334,0.7784463105898743,COP-KMeans
rester,0.5,oracle,0.3742316784869976,0.5517472598323663,0.4459740764569822,COP-KMeans
tuer,0.5,oracle,0.6651629072681704,0.6104956268221574,0.6366579017445538,COP-KMeans
indiquer,0.5,oracle,0.9361702127659575,1.0,0.9670329620384013,COP-KMeans
conduire,0.5,oracle,0.23682487725040915,0.5514184397163121,0.331343380481142,COP-KMeans
situer,0.5,oracle,0.9128888888888886,0.8609929078014186,0.8861817692471236,COP-KMeans
aider,0.5,oracle,0.26870748299319724,0.5494897959183673,0.3609203354562304,COP-KMeans
poursuivre,0.5,oracle,0.9607201309328969,1.0,0.9799666060203708,COP-KMeans
profiter,0.5,oracle,0.9657142857142857,1.0,0.9825581345364048,COP-KMeans
détenir,0.5,oracle,0.5391328248471106,0.5422155484267285,0.5406697875004806,COP-KMeans
lire,0.5,oracle,0.5301127214170692,0.5931428571428572,0.5598593541692772,COP-KMeans
contenir,0.5,oracle,0.527389903329753,0.5941690962099125,0.5587914314741013,COP-KMeans
noter,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
dater,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
adopter,0.5,oracle,0.5897904761904762,0.5791111111111111,0.5844020040316429,COP-KMeans
intervenir,0.5,oracle,0.5601405397323764,0.5485652907779653,0.5542924855764776,COP-KMeans
conclure,0.5,oracle,0.5814814814814815,0.7197871572871574,0.6432843870737041,COP-KMeans
disputer,0.5,oracle,0.94,0.8336170212765959,0.8836180372444761,COP-KMeans
dominer,0.5,oracle,0.7774884259259259,0.5423986486486486,0.639007194616367,COP-KMeans
enregistrer,0.5,oracle,0.8147222222222222,0.7773544973544974,0.7955998247741183,COP-KMeans
estimer,0.5,oracle,0.7220602526724975,0.5809523809523809,0.6438657752609332,COP-KMeans
appartenir,0.5,oracle,0.6115909090909091,0.6641249092229485,0.6367762286345985,COP-KMeans
arriver,0.5,oracle,0.6250944822373394,0.7349597310188444,0.675589641457966,COP-KMeans
chercher,0.5,oracle,0.462157809983897,0.5382564102564102,0.4973128055448444,COP-KMeans
composer,0.5,oracle,0.9795918367346939,1.0,0.989690716650016,COP-KMeans
confier,0.5,oracle,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.15,estimated,0.6897812888596301,0.5586005830903791,0.6172986579394336,COP-KMeans
investir,0.15,estimated,0.606373075546008,0.6358907199243334,0.6207812058175416,COP-KMeans
traduire,0.15,estimated,0.7337220602526726,0.9365079365079366,0.8228046793989474,COP-KMeans
témoigner,0.15,estimated,1.0,0.9499999999999998,0.9743589693622617,COP-KMeans
juger,0.15,estimated,0.8846153846153846,0.8306938159879336,0.8568070701017501,COP-KMeans
justifier,0.15,estimated,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.15,estimated,0.5216747181964574,0.5177922077922078,0.5197262072167863,COP-KMeans
prononcer,0.15,estimated,0.24630541871921183,0.5177442405533642,0.3338086961816682,COP-KMeans
accomplir,0.15,estimated,0.7170524691358025,0.5528846153846154,0.624357348595211,COP-KMeans
convenir,0.15,estimated,0.6381868131868133,0.6570113759789631,0.6474622903792822,COP-KMeans
acquérir,0.15,estimated,0.8466666666666666,0.7969264069264068,0.8210438839958962,COP-KMeans
achever,0.15,estimated,0.8508377896613188,0.8901792114695339,0.8700640003479769,COP-KMeans
observer,0.15,estimated,0.7150909090909091,0.6256862745098037,0.6674077825613184,COP-KMeans
adapter,0.15,estimated,0.3904761904761904,0.6419230769230769,0.4855789482672017,COP-KMeans
admettre,0.15,estimated,0.4777983348751155,0.5148176291793313,0.4956176656748963,COP-KMeans
entraîner,0.15,estimated,0.6549479166666666,0.5840643274853802,0.6174785006426977,COP-KMeans
payer,0.15,estimated,0.42560000000000003,0.6233333333333333,0.5058294091855593,COP-KMeans
respecter,0.15,estimated,0.9244649079143852,0.9244649079143852,0.9244649029143852,COP-KMeans
affecter,0.15,estimated,0.5824074074074075,0.8058261183261184,0.6761385434295921,COP-KMeans
demeurer,0.15,estimated,0.5903518828820884,0.5837169650468883,0.5870156712844088,COP-KMeans
aggraver,0.15,estimated,1.0,0.9644444444444445,0.9819004474903258,COP-KMeans
agir,0.15,estimated,0.3331128747795415,0.5554550438596491,0.4164661372693239,COP-KMeans
ajouter,0.15,estimated,0.3997333333333333,0.5181904761904762,0.4513185123721119,COP-KMeans
alimenter,0.15,estimated,0.523191094619666,0.5190334198195408,0.5211039592561688,COP-KMeans
coûter,0.15,estimated,0.34622623753058546,0.5012422360248447,0.4095567371242514,COP-KMeans
relancer,0.15,estimated,0.5555555555555555,0.5827067669172933,0.5688073344523862,COP-KMeans
préférer,0.15,estimated,0.6275132275132275,0.5431372549019609,0.5822844888623258,COP-KMeans
appliquer,0.15,estimated,0.4407246376811594,0.5055555555555555,0.4709192653250142,COP-KMeans
apporter,0.15,estimated,0.32799999999999996,0.5475324675324675,0.4102432610079608,COP-KMeans
fonder,0.15,estimated,0.98,0.9333333333333332,0.9560975559785841,COP-KMeans
appuyer,0.15,estimated,0.7342403628117913,0.726105826946163,0.7301504340615552,COP-KMeans
changer,0.15,estimated,0.4767171552068578,0.5258454106280193,0.5000775697704848,COP-KMeans
chuter,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.15,estimated,0.5430434782608696,0.5506578507981031,0.5468241538157852,COP-KMeans
concevoir,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
interroger,0.15,estimated,0.7436829836829838,0.8592929292929292,0.7973189370528798,COP-KMeans
confirmer,0.15,estimated,0.3065942028985507,0.5205096073517126,0.38588923000923625,COP-KMeans
transformer,0.15,estimated,1.0,0.7734375,0.8722466911168468,COP-KMeans
manifester,0.15,estimated,0.4267285509521535,0.5267166695738125,0.47147971162556673,COP-KMeans
interpeller,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
signer,0.15,estimated,0.7575438596491229,0.8293333333333334,0.7918147328454018,COP-KMeans
rester,0.15,estimated,0.6757072714519524,0.6024242424242423,0.6369648717692126,COP-KMeans
tuer,0.15,estimated,1.0,0.9300291545189504,0.9637462185715264,COP-KMeans
indiquer,0.15,estimated,0.948936170212766,0.9361702127659575,0.9425099609000421,COP-KMeans
conduire,0.15,estimated,0.44164393526095647,0.6089159067882471,0.5119632485334306,COP-KMeans
situer,0.15,estimated,1.0,0.9733333333333333,0.9864864814873996,COP-KMeans
aider,0.15,estimated,0.270651117589893,0.5452623906705539,0.36174391553006413,COP-KMeans
poursuivre,0.15,estimated,0.9787234042553191,0.9200763775231859,0.9484941891013627,COP-KMeans
profiter,0.15,estimated,0.8337529137529137,0.7899224806201549,0.8112461001529817,COP-KMeans
détenir,0.15,estimated,0.560985598252679,0.560985598252679,0.560985593252679,COP-KMeans
lire,0.15,estimated,0.6016399286987523,0.7264761904761905,0.6581910630224166,COP-KMeans
contenir,0.15,estimated,0.5174800354924579,0.5615160349854227,0.5385994313995055,COP-KMeans
noter,0.15,estimated,1.0,0.8055555555555556,0.8923076873656806,COP-KMeans
dater,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.15,estimated,0.7646739130434783,0.5853333333333333,0.6630914438727318,COP-KMeans
intervenir,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.15,estimated,0.45777988614800763,0.613997113997114,0.524503747104532,COP-KMeans
disputer,0.15,estimated,0.9233333333333333,0.6038297872340427,0.7301592856103443,COP-KMeans
dominer,0.15,estimated,0.654794313369631,0.6154279279279279,0.6345010994484014,COP-KMeans
enregistrer,0.15,estimated,0.6888888888888888,0.6977777777777778,0.6933048383050487,COP-KMeans
estimer,0.15,estimated,0.7707883153261303,0.7002616431187859,0.7338343411374719,COP-KMeans
appartenir,0.15,estimated,0.6311728395061728,0.6415214233841685,0.6363050530303055,COP-KMeans
arriver,0.15,estimated,0.7440940012368584,0.6451638126514974,0.6911064520269473,COP-KMeans
chercher,0.15,estimated,0.8426923076923077,0.6668717948717949,0.7445430466691233,COP-KMeans
composer,0.15,estimated,0.9795918367346939,1.0,0.989690716650016,COP-KMeans
confier,0.15,estimated,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.2,estimated,0.691514500537057,0.5473760932944607,0.6110604190390985,COP-KMeans
investir,0.2,estimated,0.6750805585392052,0.6358907199243334,0.654899868752321,COP-KMeans
traduire,0.2,estimated,0.7142857142857143,0.9300291545189505,0.8080040477709786,COP-KMeans
témoigner,0.2,estimated,0.8475757575757575,0.48759689922480626,0.6190589749599583,COP-KMeans
juger,0.2,estimated,0.9705882352941176,0.9019607843137254,0.9350169337193736,COP-KMeans
justifier,0.2,estimated,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.2,estimated,0.561867954911433,0.5583116883116883,0.5600841715205739,COP-KMeans
prononcer,0.2,estimated,0.2959524947102587,0.6222831989938832,0.40113069970073606,COP-KMeans
accomplir,0.2,estimated,0.675705467372134,0.5165598290598291,0.5855111254811299,COP-KMeans
convenir,0.2,estimated,0.5989595838335334,0.6380609386611789,0.6178922729927558,COP-KMeans
acquérir,0.2,estimated,0.805,0.8214285714285714,0.8131313081318234,COP-KMeans
achever,0.2,estimated,0.6865024630541872,0.7064516129032259,0.6963341824053418,COP-KMeans
observer,0.2,estimated,0.73375,0.8172549019607842,0.7732545263904198,COP-KMeans
adapter,0.2,estimated,0.3384564860426929,0.607912087912088,0.43482379399744114,COP-KMeans
admettre,0.2,estimated,0.4947922998986828,0.4973404255319149,0.4960630854997924,COP-KMeans
entraîner,0.2,estimated,0.7723177723177722,0.8501461988304092,0.8093652938421159,COP-KMeans
payer,0.2,estimated,0.5216883116883118,0.7737037037037038,0.6231815095666203,COP-KMeans
respecter,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
affecter,0.2,estimated,0.40564373897707223,0.5804473304473304,0.4775518820013138,COP-KMeans
demeurer,0.2,estimated,0.5822981366459627,0.5450127877237853,0.5630388583380681,COP-KMeans
aggraver,0.2,estimated,1.0,0.9644444444444445,0.9819004474903258,COP-KMeans
agir,0.2,estimated,0.4439102564102564,0.7288377192982457,0.5517614061979201,COP-KMeans
ajouter,0.2,estimated,0.38325281803542666,0.5547619047619047,0.45332776960687376,COP-KMeans
alimenter,0.2,estimated,0.5266022198353025,0.537466599543043,0.5319789408210588,COP-KMeans
coûter,0.2,estimated,0.7072463768115942,0.7252587991718427,0.7161393382501082,COP-KMeans
relancer,0.2,estimated,0.5041666666666668,0.543233082706767,0.5229713107728161,COP-KMeans
préférer,0.2,estimated,0.7047058823529412,0.6850196078431371,0.6947233063019331,COP-KMeans
appliquer,0.2,estimated,0.4548611111111111,0.5309992283950618,0.4899900866241464,COP-KMeans
apporter,0.2,estimated,0.31671497584541064,0.5428571428571428,0.400038533466698,COP-KMeans
fonder,0.2,estimated,0.8929100529100529,0.8313333333333333,0.8610221645851406,COP-KMeans
appuyer,0.2,estimated,0.6985589934898689,0.7292455443715947,0.7135725043686031,COP-KMeans
changer,0.2,estimated,0.4221256038647344,0.6057367149758455,0.4975315651088086,COP-KMeans
chuter,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.2,estimated,0.5249597423510466,0.5418920723969812,0.5332915332919476,COP-KMeans
concevoir,0.2,estimated,1.0,0.9733333333333334,0.9864864814873996,COP-KMeans
interroger,0.2,estimated,0.9057142857142857,1.0,0.9505247326434234,COP-KMeans
confirmer,0.2,estimated,0.34375,0.5948203842940685,0.4357041482325354,COP-KMeans
transformer,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
manifester,0.2,estimated,0.5757213230119633,0.7334728763300191,0.6450929460898701,COP-KMeans
interpeller,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
signer,0.2,estimated,0.6837789661319073,0.6253333333333333,0.6532514850909197,COP-KMeans
rester,0.2,estimated,0.5080755706537935,0.48435847840103147,0.4959336251498245,COP-KMeans
tuer,0.2,estimated,0.7106144044919556,0.6064139941690962,0.6543921399237836,COP-KMeans
indiquer,0.2,estimated,0.948936170212766,0.9361702127659575,0.9425099609000421,COP-KMeans
conduire,0.2,estimated,0.25320070000921063,0.4669875042215467,0.32836294909586994,COP-KMeans
situer,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
aider,0.2,estimated,0.3075510204081633,0.6088921282798834,0.4086786912983454,COP-KMeans
poursuivre,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
profiter,0.2,estimated,0.7767983367983368,0.6620155038759689,0.7148284569328536,COP-KMeans
détenir,0.2,estimated,0.5136054421768707,0.5217391304347827,0.5176403320950094,COP-KMeans
lire,0.2,estimated,0.5513333333333335,0.5876190476190477,0.5688981748974853,COP-KMeans
contenir,0.2,estimated,0.5300680272108843,0.5800777453838678,0.5539464653117676,COP-KMeans
noter,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
dater,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.2,estimated,0.6875,0.644361111111111,0.6652319177532799,COP-KMeans
intervenir,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.2,estimated,0.49206349206349204,0.6111562049062048,0.5451818064571223,COP-KMeans
disputer,0.2,estimated,0.98,0.98,0.979999995,COP-KMeans
dominer,0.2,estimated,0.7893518518518517,0.9003378378378377,0.8411998247016669,COP-KMeans
enregistrer,0.2,estimated,0.681517094017094,0.7034920634920636,0.6923302430372256,COP-KMeans
estimer,0.2,estimated,0.8472876330019187,0.8167451596023024,0.8317360955411417,COP-KMeans
appartenir,0.2,estimated,0.5752840909090909,0.6151960784313725,0.5945710358778096,COP-KMeans
arriver,0.2,estimated,0.7208222419402545,0.6086324184846352,0.659993596125247,COP-KMeans
chercher,0.2,estimated,0.98,0.9630769230769232,0.9714647614295164,COP-KMeans
composer,0.2,estimated,0.9795918367346939,1.0,0.989690716650016,COP-KMeans
confier,0.2,estimated,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.25,estimated,0.6901669758812615,0.5228862973760933,0.5949925853557847,COP-KMeans
investir,0.25,estimated,0.718562424969988,0.8259303721488596,0.7685144642075127,COP-KMeans
traduire,0.25,estimated,0.718789584799437,0.9183673469387756,0.8064136884746357,COP-KMeans
témoigner,0.25,estimated,1.0,0.9666666666666668,0.9830508424590636,COP-KMeans
juger,0.25,estimated,0.843627450980392,0.7311463046757164,0.7833697852469876,COP-KMeans
justifier,0.25,estimated,0.798611111111111,0.6989087301587302,0.7454409062878511,COP-KMeans
viser,0.25,estimated,0.5703846153846154,0.5648051948051949,0.5675811887607086,COP-KMeans
prononcer,0.25,estimated,0.2596491228070176,0.5545589664437203,0.3536952022815383,COP-KMeans
accomplir,0.25,estimated,0.6840277777777777,0.5731837606837606,0.6237193964032649,COP-KMeans
convenir,0.25,estimated,0.3105590062111801,0.5292174012462127,0.39142139927744724,COP-KMeans
acquérir,0.25,estimated,0.8639999999999999,0.7942857142857143,0.8276774588268934,COP-KMeans
achever,0.25,estimated,0.5461538461538461,0.5458064516129032,0.5459800886235974,COP-KMeans
observer,0.25,estimated,0.5402693602693602,0.5539215686274509,0.5470102902213415,COP-KMeans
adapter,0.25,estimated,0.6451923076923076,0.7958974358974359,0.712664706794168,COP-KMeans
admettre,0.25,estimated,0.6052266419981499,0.6728723404255319,0.6372593508065032,COP-KMeans
entraîner,0.25,estimated,0.7569444444444443,0.8161549707602339,0.785435378113238,COP-KMeans
payer,0.25,estimated,0.3806410256410257,0.5565608465608466,0.45209019633813735,COP-KMeans
respecter,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
affecter,0.25,estimated,0.4123188405797101,0.6006493506493507,0.4889769364017644,COP-KMeans
demeurer,0.25,estimated,0.6489130434782608,0.6930946291560102,0.6702765580912593,COP-KMeans
aggraver,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
agir,0.25,estimated,0.37152777777777773,0.6142269736842105,0.4630003150999013,COP-KMeans
ajouter,0.25,estimated,0.46571428571428575,0.6061904761904762,0.5267474723975453,COP-KMeans
alimenter,0.25,estimated,0.5291545189504373,0.5255392479572474,0.5273406822551729,COP-KMeans
coûter,0.25,estimated,0.4050207039337473,0.6366459627329192,0.49508120353393764,COP-KMeans
relancer,0.25,estimated,0.6410314579552329,0.675360275689223,0.6577482489696319,COP-KMeans
préférer,0.25,estimated,0.6533333333333333,0.6003137254901961,0.6257023640446455,COP-KMeans
appliquer,0.25,estimated,0.47465034965034963,0.5610918209876544,0.5142639432791861,COP-KMeans
apporter,0.25,estimated,0.30784893267651886,0.5187012987012988,0.38638096800247196,COP-KMeans
fonder,0.25,estimated,0.8815999999999999,0.778,0.8265663965620246,COP-KMeans
appuyer,0.25,estimated,0.6055565083176127,0.6224028072767569,0.6138640961241316,COP-KMeans
changer,0.25,estimated,0.392608695652174,0.6367149758454107,0.4857166713684684,COP-KMeans
chuter,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.25,estimated,0.5247139588100687,0.4229780271154745,0.4683852476366603,COP-KMeans
concevoir,0.25,estimated,1.0,0.9733333333333334,0.9864864814873996,COP-KMeans
interroger,0.25,estimated,0.768270944741533,0.8214141414141413,0.79395424914583,COP-KMeans
confirmer,0.25,estimated,0.3132716049382716,0.5424394319131162,0.39716881543715365,COP-KMeans
transformer,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
manifester,0.25,estimated,0.6428571428571429,0.8190592476306762,0.7203395318458429,COP-KMeans
interpeller,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
signer,0.25,estimated,0.7234285714285714,0.7369999999999999,0.7301512226244169,COP-KMeans
rester,0.25,estimated,0.5663627152988856,0.498749194068343,0.5304098896451966,COP-KMeans
tuer,0.25,estimated,0.6071428571428571,0.5189504373177842,0.5595931526820781,COP-KMeans
indiquer,0.25,estimated,0.9361702127659575,1.0,0.9670329620384013,COP-KMeans
conduire,0.25,estimated,0.30108805779481074,0.5675447483958121,0.3934480549688086,COP-KMeans
situer,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
aider,0.25,estimated,0.2623029144768275,0.5207725947521866,0.3488812152310663,COP-KMeans
poursuivre,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
profiter,0.25,estimated,0.9657142857142857,1.0,0.9825581345364048,COP-KMeans
détenir,0.25,estimated,0.6754130223517979,0.6808408982322025,0.6781160938169075,COP-KMeans
lire,0.25,estimated,0.6034920634920635,0.7316190476190476,0.661407551410805,COP-KMeans
contenir,0.25,estimated,0.5222192773213181,0.5488824101068999,0.5352189735645866,COP-KMeans
noter,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
dater,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
adopter,0.25,estimated,0.5725757575757575,0.5431111111111112,0.5574543571907223,COP-KMeans
intervenir,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
conclure,0.25,estimated,0.41384057971014493,0.5271915584415584,0.46368928116274655,COP-KMeans
disputer,0.25,estimated,0.8874012474012473,0.6425531914893616,0.7453849414442029,COP-KMeans
dominer,0.25,estimated,0.642235926628716,0.6001126126126126,0.6204601439398043,COP-KMeans
enregistrer,0.25,estimated,0.8146031746031747,0.9346031746031744,0.8704870171766154,COP-KMeans
estimer,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
appartenir,0.25,estimated,0.5524607487922705,0.6183732752360204,0.5835617222274321,COP-KMeans
arriver,0.25,estimated,0.9336734693877551,0.9183673469387755,0.9259571547237351,COP-KMeans
chercher,0.25,estimated,0.6656140350877193,0.6090256410256409,0.6360636951937955,COP-KMeans
composer,0.25,estimated,0.9795918367346939,1.0,0.989690716650016,COP-KMeans
confier,0.25,estimated,1.0,1.0,0.999999995,COP-KMeans
aboutir,0.3,estimated,0.7289915966386554,0.6355685131195336,0.6790819963789793,COP-KMeans
investir,0.3,estimated,0.559874743548213,0.5007821310342319,0.5286823123704046,COP-KMeans
traduire,0.3,estimated,0.6467587034813925,0.8393262066731454,0.730565961424908,COP-KMeans
témoigner,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
juger,0.3,estimated,0.704912734324499,0.7458521870286576,0.724804815994403,COP-KMeans
justifier,0.3,estimated,0.9375,1.0,0.967741930489074,COP-KMeans
viser,0.3,estimated,0.52,0.512987012987013,0.5164696957797125,COP-KMeans
prononcer,0.3,estimated,0.2535559678416821,0.5246041273652318,0.3418743941196089,COP-KMeans
accomplir,0.3,estimated,0.7411458333333334,0.5980235042735043,0.6619366388870348,COP-KMeans
convenir,0.3,estimated,0.4304267161410018,0.5640027439547248,0.48824347281577946,COP-KMeans
acquérir,0.3,estimated,0.797142857142857,0.8928571428571429,0.8422895735693529,COP-KMeans
achever,0.3,estimated,0.5989743589743589,0.6045878136200716,0.6017679906262409,COP-KMeans
observer,0.3,estimated,0.6514770797962649,0.7894117647058824,0.7138422503866179,COP-KMeans
adapter,0.3,estimated,0.29262479871175523,0.527912087912088,0.3765343620704851,COP-KMeans
admettre,0.3,estimated,0.5109477756286268,0.5592705167173251,0.5340182014547863,COP-KMeans
entraîner,0.3,estimated,0.7861111111111111,0.8190789473684209,0.8022564729838022,COP-KMeans
payer,0.3,estimated,0.3991626409017714,0.6037037037037036,0.48057443264681093,COP-KMeans
respecter,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
affecter,0.3,estimated,0.42384057971014494,0.5698953823953824,0.4861347400694545,COP-KMeans
demeurer,0.3,estimated,0.6113413881294647,0.6021312872975277,0.6067013809760764,COP-KMeans
aggraver,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
agir,0.3,estimated,0.3440579710144927,0.5719024122807018,0.42964212214398256,COP-KMeans
ajouter,0.3,estimated,0.4506354515050166,0.6290476190476191,0.5251006761772813,COP-KMeans
alimenter,0.3,estimated,0.5245578231292517,0.5137667970413973,0.5191062309825608,COP-KMeans
coûter,0.3,estimated,0.3071906354515051,0.5457556935817804,0.3931104001282819,COP-KMeans
relancer,0.3,estimated,0.5537918871252204,0.5776942355889724,0.5654905909288582,COP-KMeans
préférer,0.3,estimated,0.6261904761904762,0.5690196078431373,0.596237700761907,COP-KMeans
appliquer,0.3,estimated,0.44274475524475526,0.5191358024691358,0.477906845231858,COP-KMeans
apporter,0.3,estimated,0.4252564102564103,0.7070779220779221,0.5310965280705715,COP-KMeans
fonder,0.3,estimated,0.8661052631578947,0.682,0.7631054550557547,COP-KMeans
appuyer,0.3,estimated,0.6118152524167562,0.6168621294671714,0.6143283207443415,COP-KMeans
changer,0.3,estimated,0.30381975004400635,0.5089975845410628,0.38051234988646027,COP-KMeans
chuter,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
soutenir,0.3,estimated,0.5774661056568491,0.7079409603953783,0.6360816227806082,COP-KMeans
concevoir,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
interroger,0.3,estimated,0.8687733887733887,0.9636363636363636,0.9137493658412671,COP-KMeans
confirmer,0.3,estimated,0.44097222222222227,0.7182957393483709,0.5464628992795684,COP-KMeans
transformer,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
manifester,0.3,estimated,0.6182969739619986,0.7939415082272225,0.6951965050587843,COP-KMeans
interpeller,0.3,estimated,1.0,1.0,0.999999995,COP-KMeans
